Algebraic Connectivity,Average Degree,Clique Number,Density,Diameter,Domination Number,Edge Connectivity,Girth,Group Size,Independence Number,Index,Laplacian Largest Eigenvalue,Matching Number,Maximum Degree,Minimum Degree,Number of Edges,Number of Spanning Trees,Number of Triangles,Number of Vertices,Number of Zero Eigenvalues,Radius,Second Largest Eigenvalue,Smallest Eigenvalue,Vertex Connectivity,Vertex Cover Number,Smallest Resistance Curvature,Largest Resistance Curvature,Smallest Forman Curvature,Largest Forman Curvature,Number of 3-gons,Number of 4-gons,Number of 5-gons,Number of 6-gons,Number of 7-gons,Number of 8-gons,Number of 9-gons,Number of 10-gons,Number of 11-gons,Number of 12-gons,name,boolean
2.159672,5.142857143,3.0,0.395604396,3.0,2,4.0,3.0,1.0,5.0,5.25973,8.802493,7.0,7.0,4.0,36.0,104000000.0,24.0,14.0,0.0,2.0,-2.72888,-2.72888,4.0,9.0,-0.43792,0.496780936,-3,1,24,0,0,0,0,0,0,0,0,0,P3137,True
1.790239,5.2,4.0,0.371428571,3.0,2,3.0,3.0,1.0,5.0,5.55174,9.4786,7.0,8.0,3.0,39.0,329000000.0,29.0,15.0,0.0,2.0,2.898102,-2.66436,3.0,10.0,-0.52935,0.532435331,-5,2,26,0,0,0,0,0,0,0,0,0,P3138,True
0.785268,5.625,4.0,0.181451613,5.0,5,3.0,3.0,1.0,11.0,6.221426,12.51522,16.0,11.0,3.0,90.0,7.326863179401053e+19,65.0,32.0,0.0,3.0,4.768928,-3.08515,3.0,21.0,-0.63648,0.325135401,-10,2,60,0,0,0,0,0,0,0,0,0,P3139,True
0.960178,5.555555556,4.0,0.213675214,4.0,4,3.0,3.0,1.0,9.0,5.846738,10.515,13.0,9.0,3.0,75.0,6.15969678949235e+16,51.0,27.0,0.0,3.0,4.421558,-2.97693,3.0,18.0,-0.60848,0.469715051,-5,2,50,0,0,0,0,0,0,0,0,0,P3140,True
1.294078,5.47826087,4.0,0.249011858,4.0,4,3.0,3.0,1.0,9.0,6.063084,11.40181,11.0,10.0,3.0,63.0,55800000000000.0,47.0,23.0,0.0,3.0,4.042687,-2.83532,3.0,14.0,-0.61576,0.371491244,-8,2,42,0,0,0,0,0,0,0,0,0,P3141,True
1.599628,5.368421053,4.0,0.298245614,3.0,3,3.0,3.0,1.0,7.0,5.638725,9.946314,9.0,8.0,3.0,51.0,218000000000.0,35.0,19.0,0.0,3.0,3.50872,-2.86499,3.0,12.0,-0.52263,0.565134,-6,2,34,0,0,0,0,0,0,0,0,0,P3142,True
1.295283,5.454545455,4.0,0.25974026,4.0,3,3.0,3.0,1.0,8.0,5.889484,10.63305,11.0,9.0,3.0,60.0,15900000000000.0,44.0,22.0,0.0,3.0,3.865161,-2.86258,3.0,14.0,-0.51949,0.435557426,-7,2,40,0,0,0,0,0,0,0,0,0,P3143,True
1.304535,5.368421053,4.0,0.298245614,3.0,3,3.0,3.0,1.0,7.0,5.677861,10.51874,9.0,9.0,3.0,51.0,208000000000.0,35.0,19.0,0.0,2.0,3.695798,-2.68033,3.0,12.0,-0.71893,0.555392317,-7,2,34,0,0,0,0,0,0,0,0,0,P3144,True
1.049525,5.636363636,4.0,0.176136364,5.0,6,3.0,3.0,1.0,10.0,5.935389,10.00268,16.0,8.0,3.0,93.0,7.795804214756776e+20,64.0,33.0,0.0,3.0,4.623371,-2.8462,3.0,23.0,-0.35363,0.424117721,-6,2,62,0,0,0,0,0,0,0,0,0,P3145,True
1.390861,5.294117647,4.0,0.330882353,4.0,3,3.0,3.0,1.0,7.0,5.820304,10.52601,8.0,9.0,3.0,45.0,5670000000.0,35.0,17.0,0.0,2.0,3.50062,-2.60395,3.0,10.0,-0.56018,0.455185,-7,3,30,0,0,0,0,0,0,0,0,0,P3146,True
1.184109,5.571428571,4.0,0.206349206,4.0,3,3.0,3.0,1.0,12.0,6.208805,12.34897,14.0,11.0,3.0,78.0,1.3522776959725688e+17,57.0,28.0,0.0,3.0,4.428727,-2.9187,3.0,16.0,-0.68691,0.343331089,-11,2,52,0,0,0,0,0,0,0,0,0,P3147,True
0.989962,5.555555556,4.0,0.213675214,5.0,5,3.0,3.0,1.0,9.0,5.874242,11.38695,13.0,10.0,3.0,75.0,6.029987172210372e+16,51.0,27.0,0.0,3.0,4.340558,-2.86844,3.0,18.0,-0.77265,0.468315,-7,2,50,0,0,0,0,0,0,0,0,0,P3148,True
1.53716,5.25,4.0,0.35,3.0,3,3.0,3.0,1.0,5.0,5.466152,9.157011,8.0,7.0,3.0,42.0,2000000000.0,29.0,16.0,0.0,2.0,3.268594,-2.76972,3.0,11.0,-0.33304,0.5913597,-4,2,28,0,0,0,0,0,0,0,0,0,P3149,True
1.576975,5.25,3.0,0.35,3.0,3,4.0,3.0,1.0,5.0,5.456589,9.108007,8.0,7.0,4.0,42.0,2140000000.0,28.0,16.0,0.0,2.0,3.261519,-2.76945,4.0,11.0,-0.3364,0.4443612,-4,2,28,0,0,0,0,0,0,0,0,0,P3150,True
1.266836,5.454545455,4.0,0.25974026,4.0,4,3.0,3.0,1.0,8.0,5.761789,10.54287,11.0,9.0,3.0,60.0,23200000000000.0,41.0,22.0,0.0,3.0,3.927217,-2.85597,3.0,14.0,-0.64695,0.515764,-7,2,40,0,0,0,0,0,0,0,0,0,P3151,True
1.124304,5.52,4.0,0.23,4.0,4,3.0,3.0,1.0,9.0,5.956193,11.42368,12.0,10.0,3.0,69.0,1996600416019348.0,48.0,25.0,0.0,3.0,4.116608,-2.9585,3.0,16.0,-0.70804,0.423609481,-6,2,46,0,0,0,0,0,0,0,0,0,P3152,True
1.568533,5.4,4.0,0.284210526,3.0,3,3.0,3.0,1.0,7.0,5.87417,12.30716,10.0,11.0,3.0,54.0,766000000000.0,38.0,20.0,0.0,3.0,3.490842,-3.04429,3.0,13.0,-1.00615,0.4643484,-9,2,36,0,0,0,0,0,0,0,0,0,P3153,True
1.372142,5.4,4.0,0.284210526,3.0,3,3.0,3.0,1.0,7.0,5.90078,11.27418,10.0,10.0,3.0,54.0,650000000000.0,40.0,20.0,0.0,2.0,3.642258,-2.80315,3.0,13.0,-0.73147,0.427965055,-6,2,36,0,0,0,0,0,0,0,0,0,P3154,True
1.006329,5.612903226,4.0,0.187096774,4.0,5,3.0,3.0,1.0,12.0,6.047808,10.76329,15.0,9.0,3.0,87.0,2.2954523941377524e+19,61.0,31.0,0.0,3.0,4.514358,-2.86462,3.0,19.0,-0.45031,0.37163161,-7,2,58,0,0,0,0,0,0,0,0,0,P3155,True
1.190108,5.571428571,4.0,0.206349206,4.0,5,3.0,3.0,1.0,10.0,6.103036,10.8689,14.0,9.0,3.0,78.0,1.6507460417025414e+17,57.0,28.0,0.0,3.0,4.252881,-2.75814,3.0,18.0,-0.44036,0.352871057,-8,3,52,0,0,0,0,0,0,0,0,0,P3156,True
1.301072,5.4,4.0,0.284210526,4.0,3,3.0,3.0,1.0,7.0,5.999163,10.91309,10.0,9.0,3.0,54.0,556000000000.0,40.0,20.0,0.0,3.0,3.763822,-2.99434,3.0,13.0,-0.52059,0.418451527,-8,2,36,0,0,0,0,0,0,0,0,0,P3157,True
1.147409,5.6,4.0,0.193103448,4.0,5,3.0,3.0,1.0,11.0,6.073016,12.30571,15.0,11.0,3.0,84.0,4.690935802365193e+18,59.0,30.0,0.0,3.0,4.466743,-2.91193,3.0,19.0,-0.76734,0.385400632,-9,2,56,0,0,0,0,0,0,0,0,0,P3158,True
0.877045,5.612903226,4.0,0.187096774,4.0,5,3.0,3.0,1.0,10.0,5.952068,10.67811,15.0,9.0,3.0,87.0,3.0050979790491623e+19,60.0,31.0,0.0,3.0,4.641685,-2.93174,3.0,21.0,-0.52885,0.411975757,-7,2,58,0,0,0,0,0,0,0,0,0,P3159,True
1.950036,5.0,4.0,0.454545455,2.0,2,3.0,3.0,1.0,4.0,5.343883,9.720429,6.0,8.0,3.0,30.0,3279735.0,22.0,12.0,0.0,2.0,-2.65858,-2.65858,3.0,8.0,-0.6258,0.598292403,-6,3,20,0,0,0,0,0,0,0,0,0,P3160,True
1.372876,5.25,4.0,0.35,4.0,3,3.0,3.0,1.0,5.0,5.461954,8.659892,8.0,7.0,3.0,42.0,1950000000.0,30.0,16.0,0.0,2.0,3.52062,-2.38884,3.0,11.0,-0.31628,0.595547051,-3,2,28,0,0,0,0,0,0,0,0,0,P3161,True
1.7423,5.2,4.0,0.371428571,3.0,3,3.0,3.0,1.0,5.0,5.447513,8.699592,7.0,7.0,3.0,39.0,390000000.0,28.0,15.0,0.0,2.0,3.062589,-2.58326,3.0,10.0,-0.32928,0.58834,-3,1,26,0,0,0,0,0,0,0,0,0,P3162,True
1.708752,5.2,3.0,0.371428571,3.0,3,4.0,3.0,1.0,5.0,5.37334,9.129902,7.0,7.0,4.0,39.0,465000000.0,26.0,15.0,0.0,2.0,3.076606,-2.73014,4.0,10.0,-0.36868,0.466865538,-4,2,26,0,0,0,0,0,0,0,0,0,P3163,True
1.571053,5.142857143,4.0,0.395604396,3.0,3,3.0,3.0,1.0,4.0,5.286533,8.469897,7.0,7.0,3.0,36.0,96511632.0,25.0,14.0,0.0,2.0,3.12904,-2.3471,3.0,10.0,-0.39014,0.682035,-3,2,24,0,0,0,0,0,0,0,0,0,P3164,True
1.288123,5.368421053,4.0,0.298245614,3.0,3,3.0,3.0,1.0,6.0,5.613181,9.624599,9.0,8.0,3.0,51.0,219000000000.0,35.0,19.0,0.0,3.0,3.741181,-2.79316,3.0,13.0,-0.52442,0.554619211,-5,2,34,0,0,0,0,0,0,0,0,0,P3165,True
1.47425,5.4,4.0,0.284210526,3.0,3,3.0,3.0,1.0,8.0,5.944158,11.35362,10.0,10.0,3.0,54.0,582000000000.0,41.0,20.0,0.0,3.0,3.609988,-2.73893,3.0,12.0,-0.68927,0.407213885,-8,2,36,0,0,0,0,0,0,0,0,0,P3166,True
1.260728,5.5,4.0,0.239130435,4.0,4,3.0,3.0,1.0,8.0,5.889164,10.53481,12.0,9.0,3.0,66.0,411000000000000.0,47.0,24.0,0.0,3.0,4.037939,-2.83117,3.0,16.0,-0.55278,0.42181883,-6,2,44,0,0,0,0,0,0,0,0,0,P3167,True
1.122269,5.555555556,4.0,0.213675214,4.0,5,3.0,3.0,1.0,9.0,5.906247,10.74984,13.0,9.0,3.0,75.0,5.702004665369435e+16,51.0,27.0,0.0,3.0,4.275868,-2.98446,3.0,18.0,-0.56808,0.455345962,-7,2,50,0,0,0,0,0,0,0,0,0,P3168,True
1.353487,5.52,4.0,0.23,4.0,4,3.0,3.0,1.0,9.0,5.900149,10.68961,12.0,9.0,3.0,69.0,2215541376026536.0,48.0,25.0,0.0,3.0,3.98328,-2.89903,3.0,16.0,-0.56828,0.445825623,-7,2,46,0,0,0,0,0,0,0,0,0,P3169,True
1.897612,5.142857143,4.0,0.395604396,3.0,2,3.0,3.0,1.0,5.0,5.488225,9.673232,7.0,8.0,3.0,36.0,71966382.0,26.0,14.0,0.0,2.0,2.712507,-2.66686,3.0,9.0,-0.55837,0.559650136,-5,2,24,0,0,0,0,0,0,0,0,0,P3170,True
1.044373,5.625,4.0,0.181451613,4.0,5,3.0,3.0,1.0,12.0,6.320911,12.02728,16.0,10.0,3.0,90.0,5.495342692711536e+19,67.0,32.0,0.0,3.0,4.528938,-2.96518,3.0,20.0,-0.46109,0.29730473,-10,3,60,0,0,0,0,0,0,0,0,0,P3171,True
0.896731,5.657142857,4.0,0.166386555,4.0,5,3.0,3.0,1.0,12.0,6.305075,15.19204,17.0,14.0,3.0,99.0,8.281241483738841e+21,69.0,35.0,0.0,3.0,4.810005,-3.28118,3.0,23.0,-0.99892,0.304105767,-11,2,66,0,0,0,0,0,0,0,0,0,P3172,True
1.81557,5.076923077,4.0,0.423076923,3.0,2,3.0,3.0,1.0,5.0,5.505103,9.784873,6.0,8.0,3.0,33.0,13520061.0,25.0,13.0,0.0,2.0,2.651379,-2.54217,3.0,8.0,-0.53594,0.564517738,-6,2,22,0,0,0,0,0,0,0,0,0,P3173,True
1.737629,4.444444444,4.0,0.555555556,3.0,2,3.0,3.0,1.0,3.0,4.710217,7.633089,4.0,6.0,3.0,20.0,20187.0,14.0,9.0,0.0,2.0,-2.42801,-2.42801,3.0,6.0,-0.24974,0.61355014,-2,3,12,1,0,0,0,0,0,0,0,0,P3174,True
1.865465,4.727272727,4.0,0.472727273,3.0,2,3.0,3.0,1.0,4.0,4.986318,8.684434,5.0,7.0,3.0,26.0,486359.0,17.0,11.0,0.0,2.0,-2.65533,-2.65533,3.0,7.0,-0.46078,0.608865582,-3,2,16,1,0,0,0,0,0,0,0,0,P3175,True
2.310662,4.6,4.0,0.511111111,2.0,2,3.0,3.0,1.0,4.0,4.79969,7.655442,5.0,6.0,3.0,23.0,107727.0,15.0,10.0,0.0,2.0,-2.28923,-2.28923,3.0,6.0,-0.28402,0.660562301,-2,2,14,1,0,0,0,0,0,0,0,0,P3176,True
2.381966,4.0,4.0,0.666666667,2.0,1,3.0,3.0,2.0,3.0,4.201472,7.0,3.0,6.0,3.0,14.0,935.0,10.0,7.0,0.0,1.0,-2.0,-2.0,3.0,4.0,-0.36502,0.637191447,-1,3,8,1,0,0,0,0,0,0,0,0,P3177,True
1.982628,4.6,4.0,0.511111111,3.0,2,3.0,3.0,1.0,3.0,4.822383,8.383575,5.0,7.0,3.0,23.0,106419.0,15.0,10.0,0.0,2.0,-2.41595,-2.41595,3.0,7.0,-0.52927,0.648148308,-2,2,14,1,0,0,0,0,0,0,0,0,P3178,True
2.17358,4.909090909,3.0,0.490909091,2.0,2,4.0,3.0,2.0,4.0,5.076563,8.82642,5.0,7.0,4.0,27.0,854256.0,18.0,11.0,0.0,2.0,-2.54925,-2.54925,4.0,7.0,-0.47932,0.477843761,-2,2,18,0,0,0,0,0,0,0,0,0,P3179,True
1.787399,4.666666667,4.0,0.583333333,3.0,2,3.0,3.0,1.0,3.0,5.019099,8.12843,4.0,7.0,3.0,21.0,27797.0,19.0,9.0,0.0,2.0,2.03361,-2.0,3.0,6.0,-0.41362,0.614896,-3,3,14,0,0,0,0,0,0,0,0,0,P3180,True
2.015157,5.0,4.0,0.454545455,2.0,2,3.0,3.0,1.0,4.0,5.430058,10.25255,6.0,9.0,3.0,30.0,2955881.0,23.0,12.0,0.0,2.0,-2.42784,-2.42784,3.0,8.0,-0.84878,0.583337045,-7,3,20,0,0,0,0,0,0,0,0,0,P3181,True
1.801831,5.0,4.0,0.454545455,3.0,2,3.0,3.0,1.0,5.0,5.362302,8.869968,6.0,7.0,3.0,30.0,2984797.0,23.0,12.0,0.0,2.0,2.561328,-2.45967,3.0,7.0,-0.34019,0.580879305,-4,2,20,0,0,0,0,0,0,0,0,0,P3182,True
1.942987,4.909090909,4.0,0.490909091,3.0,2,3.0,3.0,1.0,4.0,5.285962,9.540826,5.0,8.0,3.0,27.0,623392.0,21.0,11.0,0.0,2.0,-2.61507,-2.61507,3.0,7.0,-0.6241,0.573475688,-4,2,18,0,0,0,0,0,0,0,0,0,P3183,True
1.745917,4.909090909,4.0,0.490909091,3.0,2,3.0,3.0,1.0,3.0,5.208633,8.610149,5.0,7.0,3.0,27.0,679112.0,21.0,11.0,0.0,2.0,2.4305,-2.42825,3.0,8.0,-0.36593,0.618185,-3,3,18,0,0,0,0,0,0,0,0,0,P3184,True
1.742054,4.727272727,3.0,0.472727273,3.0,2,3.0,3.0,1.0,4.0,4.923271,8.576426,5.0,7.0,3.0,26.0,531796.0,16.0,11.0,1.0,2.0,-2.59146,-2.59146,3.0,7.0,-0.56059,0.591305949,-2,2,16,1,0,0,0,0,0,0,0,0,P3185,True
2.10878,4.0,4.0,0.666666667,2.0,1,3.0,3.0,1.0,3.0,4.214783,7.0,3.0,6.0,3.0,14.0,928.0,10.0,7.0,0.0,1.0,-2.1863,-2.1863,3.0,4.0,-0.37423,0.643076324,-1,3,8,1,0,0,0,0,0,0,0,0,P3186,True
2.111307,4.4,3.0,0.488888889,2.0,2,3.0,3.0,1.0,4.0,4.56239,7.80469,5.0,6.0,3.0,22.0,75317.0,12.0,10.0,0.0,2.0,-2.4428,-2.4428,3.0,6.0,-0.35583,0.527878498,-1,2,12,2,0,0,0,0,0,0,0,0,P3187,True
2.171573,5.0,4.0,0.454545455,3.0,2,3.0,3.0,2.0,5.0,5.477064,9.390846,6.0,8.0,3.0,30.0,2607375.0,24.0,12.0,0.0,2.0,-2.39113,-2.39113,3.0,7.0,-0.52974,0.542917705,-5,2,20,0,0,0,0,0,0,0,0,0,P3188,True
1.917067,4.8,4.0,0.533333333,3.0,2,3.0,3.0,1.0,3.0,5.0973,8.429607,5.0,7.0,3.0,24.0,144354.0,19.0,10.0,0.0,2.0,-2.4786,-2.4786,3.0,7.0,-0.41214,0.632,-3,3,16,0,0,0,0,0,0,0,0,0,P3189,True
1.894803,4.222222222,4.0,0.527777778,2.0,2,3.0,3.0,1.0,3.0,4.589363,8.122452,4.0,7.0,3.0,19.0,11728.0,13.0,9.0,0.0,2.0,-2.18764,-2.18764,3.0,6.0,-0.5463,0.541812,-3,3,11,0,1,0,0,0,0,0,0,0,P3190,True
1.890057,4.909090909,3.0,0.490909091,3.0,2,4.0,3.0,1.0,4.0,5.068192,8.761229,5.0,7.0,4.0,27.0,852123.0,18.0,11.0,0.0,2.0,-2.67341,-2.67341,4.0,7.0,-0.46966,0.482713191,-3,2,18,0,0,0,0,0,0,0,0,0,P3191,True
2.381966,4.0,3.0,0.571428571,2.0,2,3.0,3.0,2.0,3.0,4.140031,7.361469,4.0,6.0,3.0,16.0,3102.0,8.0,8.0,0.0,2.0,-2.59382,-2.59382,3.0,5.0,-0.40329,0.570032759,0,2,8,2,0,0,0,0,0,0,0,0,P3192,True
2.396737,4.6,3.0,0.511111111,2.0,2,3.0,3.0,2.0,4.0,4.761013,7.843404,5.0,6.0,3.0,23.0,112728.0,14.0,10.0,0.0,2.0,-2.42823,-2.42823,3.0,6.0,-0.31714,0.640808,-1,2,14,1,0,0,0,0,0,0,0,0,P3193,True
1.81522,5.076923077,4.0,0.423076923,3.0,2,3.0,3.0,1.0,4.0,5.259636,8.553054,6.0,7.0,3.0,33.0,18863880.0,23.0,13.0,0.0,2.0,2.760626,-2.58412,3.0,9.0,-0.395,0.664078745,-3,2,22,0,0,0,0,0,0,0,0,0,P3194,True
2.085774,4.666666667,4.0,0.583333333,2.0,2,3.0,3.0,1.0,3.0,5.066712,8.203573,4.0,7.0,3.0,21.0,27072.0,19.0,9.0,0.0,2.0,-2.0,-2.0,3.0,6.0,-0.40226,0.60286755,-4,3,14,0,0,0,0,0,0,0,0,0,P3195,True
1.878312,4.222222222,3.0,0.527777778,2.0,2,3.0,3.0,2.0,3.0,4.425375,7.615263,4.0,6.0,3.0,19.0,13832.0,11.0,9.0,0.0,2.0,-2.28687,-2.28687,3.0,6.0,-0.32187,0.55987719,-1,2,11,0,1,0,0,0,0,0,0,0,P3196,True
2.267949,4.5,4.0,0.642857143,2.0,1,3.0,3.0,4.0,3.0,4.838538,8.0,4.0,7.0,3.0,18.0,6240.0,16.0,8.0,0.0,1.0,-2.21006,-2.21006,3.0,5.0,-0.49922,0.647096772,-4,3,12,0,0,0,0,0,0,0,0,0,P3197,True
2.438447,4.8,4.0,0.533333333,2.0,2,3.0,3.0,6.0,4.0,4.945995,7.655442,5.0,6.0,3.0,24.0,177608.0,17.0,10.0,0.0,2.0,-2.0,-2.0,3.0,6.0,-0.17154,0.743927895,-2,1,16,0,0,0,0,0,0,0,0,0,P3198,True
2.062465,5.0,4.0,0.454545455,3.0,2,3.0,3.0,1.0,4.0,5.365137,9.050263,6.0,7.0,3.0,30.0,2998119.0,23.0,12.0,0.0,2.0,-2.45914,-2.45914,3.0,8.0,-0.33387,0.572444515,-4,2,20,0,0,0,0,0,0,0,0,0,P3199,True
2.0,2.0,2.0,0.666666667,2.0,2,2.0,4.0,8.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,0.0,4.0,2.0,2.0,-2.0,-2.0,2.0,2.0,0.4,0.4,2,2,0,1,0,0,0,0,0,0,0,0,P3200,True
2.398321,4.6,3.0,0.511111111,2.0,2,4.0,3.0,2.0,3.0,4.676938,7.44949,5.0,6.0,4.0,23.0,127224.0,14.0,10.0,0.0,2.0,-2.47283,-2.47283,4.0,7.0,-0.25179,0.464424915,-1,2,14,1,0,0,0,0,0,0,0,0,P3201,True
1.855019,4.444444444,4.0,0.555555556,2.0,2,3.0,3.0,1.0,3.0,4.84606,8.131259,4.0,7.0,3.0,20.0,17424.0,16.0,9.0,0.0,2.0,-2.19182,-2.19182,3.0,6.0,-0.47227,0.567920419,-4,3,12,1,0,0,0,0,0,0,0,0,P3202,True
2.238443,4.444444444,4.0,0.555555556,2.0,2,3.0,3.0,1.0,3.0,4.691597,7.645751,4.0,6.0,3.0,20.0,20880.0,14.0,9.0,0.0,2.0,-2.29358,-2.29358,3.0,6.0,-0.23476,0.631655112,-2,2,12,1,0,0,0,0,0,0,0,0,P3203,True
2.074427,4.6,4.0,0.511111111,3.0,2,3.0,3.0,1.0,4.0,4.890198,8.018627,5.0,6.0,3.0,23.0,96112.0,16.0,10.0,0.0,2.0,-2.42275,-2.42275,3.0,6.0,-0.23412,0.608886875,-2,2,14,1,0,0,0,0,0,0,0,0,P3204,True
2.585786,4.8,3.0,0.533333333,2.0,2,4.0,3.0,32.0,4.0,5.123106,10.0,5.0,8.0,4.0,24.0,150528.0,16.0,10.0,3.0,2.0,-3.12311,-3.12311,4.0,6.0,-0.75756,0.423342,-2,2,16,0,0,0,0,0,0,0,0,0,P3205,True
1.933249,4.833333333,4.0,0.439393939,3.0,2,3.0,3.0,1.0,4.0,5.089146,8.582116,6.0,7.0,3.0,29.0,2372438.0,19.0,12.0,0.0,2.0,-2.46561,-2.46561,3.0,8.0,-0.43695,0.610244792,-3,2,18,1,0,0,0,0,0,0,0,0,P3206,True
1.822515,4.666666667,4.0,0.583333333,3.0,2,3.0,3.0,1.0,3.0,5.041834,8.214393,4.0,7.0,3.0,21.0,27389.0,19.0,9.0,0.0,2.0,-2.0,-2.0,3.0,6.0,-0.40625,0.617879464,-4,3,14,0,0,0,0,0,0,0,0,0,P3207,True
1.489855,4.4,3.0,0.488888889,3.0,2,3.0,3.0,1.0,3.0,4.582622,7.65974,5.0,6.0,3.0,22.0,67638.0,13.0,10.0,0.0,2.0,-2.42985,-2.42985,3.0,7.0,-0.3391,0.489478373,-2,2,13,0,1,0,0,0,0,0,0,0,P3208,True
1.789513,5.0,4.0,0.454545455,3.0,2,3.0,3.0,2.0,4.0,5.258509,8.803542,6.0,7.0,3.0,30.0,3441900.0,22.0,12.0,0.0,2.0,2.618891,-2.29511,3.0,8.0,-0.38574,0.616081471,-3,2,20,0,0,0,0,0,0,0,0,0,P3209,True
1.719293,4.727272727,3.0,0.472727273,3.0,2,4.0,3.0,1.0,4.0,4.856884,8.445982,5.0,7.0,4.0,26.0,572335.0,16.0,11.0,0.0,2.0,2.582518,-2.49105,4.0,7.0,-0.52276,0.436268539,-2,2,16,1,0,0,0,0,0,0,0,0,P3210,True
1.885073,5.076923077,4.0,0.423076923,3.0,2,3.0,3.0,1.0,5.0,5.345416,9.445543,6.0,8.0,3.0,33.0,17066988.0,23.0,13.0,1.0,2.0,-2.64589,-2.64589,3.0,8.0,-0.63746,0.630824713,-4,2,22,0,0,0,0,0,0,0,0,0,P3211,True
2.585786,4.25,3.0,0.607142857,2.0,2,4.0,3.0,4.0,2.0,4.289945,6.732051,4.0,5.0,4.0,17.0,5544.0,10.0,8.0,0.0,2.0,-2.0,-2.0,4.0,6.0,0.059033,0.436848,0,2,10,1,0,0,0,0,0,0,0,0,P3212,True
1.676333,4.666666667,4.0,0.424242424,3.0,2,3.0,3.0,1.0,5.0,5.049282,9.256196,6.0,8.0,3.0,28.0,1261196.0,19.0,12.0,0.0,2.0,2.551186,-2.39911,3.0,7.0,-0.64065,0.51776177,-4,2,17,0,1,0,0,0,0,0,0,0,P3213,True
2.438447,4.6,3.0,0.511111111,2.0,2,4.0,3.0,1.0,3.0,4.677315,7.561553,5.0,6.0,4.0,23.0,128544.0,14.0,10.0,0.0,2.0,-2.34671,-2.34671,4.0,7.0,-0.24937,0.490492663,-1,2,14,1,0,0,0,0,0,0,0,0,P3214,True
1.877721,4.909090909,4.0,0.490909091,3.0,2,3.0,3.0,2.0,4.0,5.208861,8.94333,5.0,7.0,3.0,27.0,693259.0,20.0,11.0,0.0,2.0,-2.56489,-2.56489,3.0,7.0,-0.38108,0.628112382,-3,2,18,0,0,0,0,0,0,0,0,0,P3215,True
2.292465,4.444444444,4.0,0.555555556,2.0,2,3.0,3.0,1.0,4.0,4.668486,7.835469,4.0,6.0,3.0,20.0,21505.0,13.0,9.0,0.0,2.0,-2.41735,-2.41735,3.0,5.0,-0.31302,0.637638147,-2,2,12,1,0,0,0,0,0,0,0,0,P3216,True
2.233129,4.909090909,4.0,0.490909091,3.0,2,3.0,3.0,2.0,4.0,5.168133,8.489289,5.0,7.0,3.0,27.0,739256.0,20.0,11.0,0.0,2.0,-2.2356,-2.2356,3.0,7.0,-0.41425,0.66312895,-4,2,18,0,0,0,0,0,0,0,0,0,P3217,True
1.987761,4.444444444,4.0,0.555555556,3.0,2,3.0,3.0,1.0,3.0,4.61831,7.609851,4.0,6.0,3.0,20.0,22761.0,13.0,9.0,0.0,2.0,-2.396,-2.396,3.0,6.0,-0.31342,0.67143619,-1,2,12,1,0,0,0,0,0,0,0,0,P3218,True
1.827059,5.0,4.0,0.454545455,3.0,2,3.0,3.0,1.0,4.0,5.387218,9.642145,6.0,8.0,3.0,30.0,3039761.0,23.0,12.0,0.0,2.0,-2.54614,-2.54614,3.0,8.0,-0.58485,0.589634031,-6,3,20,0,0,0,0,0,0,0,0,0,P3219,True
2.16034,4.25,4.0,0.607142857,2.0,2,3.0,3.0,1.0,3.0,4.384123,7.08273,4.0,5.0,3.0,17.0,4871.0,11.0,8.0,1.0,2.0,-2.28277,-2.28277,3.0,5.0,-0.01847,0.685676011,-1,2,10,1,0,0,0,0,0,0,0,0,P3220,True
2.137765,4.6,4.0,0.511111111,3.0,2,3.0,3.0,2.0,3.0,4.758157,7.655442,5.0,6.0,3.0,23.0,116220.0,15.0,10.0,0.0,2.0,-2.0,-2.0,3.0,7.0,-0.20779,0.707383898,-2,2,14,1,0,0,0,0,0,0,0,0,P3221,True
2.209704,4.727272727,4.0,0.472727273,2.0,2,3.0,3.0,1.0,5.0,5.092859,9.294344,5.0,8.0,3.0,26.0,433828.0,18.0,11.0,0.0,2.0,-2.36992,-2.36992,3.0,6.0,-0.68827,0.578695787,-5,2,16,1,0,0,0,0,0,0,0,0,P3222,True
1.792597,4.5,4.0,0.642857143,3.0,2,3.0,3.0,2.0,2.0,4.740019,7.286571,4.0,6.0,3.0,18.0,6580.0,16.0,8.0,0.0,2.0,-2.0,-2.0,3.0,6.0,-0.17451,0.654709983,-2,3,12,0,0,0,0,0,0,0,0,0,P3223,True
1.877392,4.222222222,3.0,0.527777778,2.0,2,3.0,3.0,1.0,3.0,4.393425,7.633455,4.0,6.0,3.0,19.0,14768.0,10.0,9.0,0.0,2.0,-2.59584,-2.59584,3.0,6.0,-0.41002,0.529222957,-1,3,10,2,0,0,0,0,0,0,0,0,P3224,True
1.735175,4.909090909,4.0,0.490909091,3.0,2,3.0,3.0,1.0,4.0,5.230975,8.593316,5.0,7.0,3.0,27.0,669127.0,21.0,11.0,0.0,2.0,2.46007,-2.4055,3.0,7.0,-0.37712,0.626356474,-4,3,18,0,0,0,0,0,0,0,0,0,P3225,True
