Algebraic Connectivity,Average Degree,Clique Number,Density,Diameter,Domination Number,Edge Connectivity,Girth,Group Size,Independence Number,Index,Laplacian Largest Eigenvalue,Matching Number,Maximum Degree,Minimum Degree,Number of Edges,Number of Spanning Trees,Number of Triangles,Number of Vertices,Number of Zero Eigenvalues,Radius,Second Largest Eigenvalue,Smallest Eigenvalue,Vertex Connectivity,Vertex Cover Number,Smallest Resistance Curvature,Largest Resistance Curvature,Smallest Forman Curvature,Largest Forman Curvature,Number of 3-gons,Number of 4-gons,Number of 5-gons,Number of 6-gons,Number of 7-gons,Number of 8-gons,Number of 9-gons,Number of 10-gons,Number of 11-gons,Number of 12-gons,name,boolean
1.081,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,9.0,6.844,15.364,13.0,14.0,4.0,75.0,2147483647.0,57.0,27.0,1.0,2.0,4.12,-3.5,3.0,18.0,-0.8603347158927773,0.2374318682910364,-16,2,50,0,0,0,0,0,0,0,0,0,P805,True
1.015,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,9.0,6.835,14.752,13.0,13.0,4.0,75.0,2147483647.0,57.0,27.0,0.0,2.0,4.225,-3.459,3.0,18.0,-0.7512409006778963,0.2368020270927755,-16,2,50,0,0,0,0,0,0,0,0,0,P806,True
1.035,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,10.0,6.842,15.362,13.0,14.0,4.0,75.0,2147483647.0,57.0,27.0,0.0,2.0,4.199,-3.489,3.0,17.0,-0.8593983588408128,0.2365803694921433,-16,2,50,0,0,0,0,0,0,0,0,0,P807,True
1.012,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,9.0,6.835,14.752,13.0,13.0,4.0,75.0,2147483647.0,57.0,27.0,1.0,2.0,4.229,-3.458,3.0,18.0,-0.7512944307616956,0.2368492211055296,-16,2,50,0,0,0,0,0,0,0,0,0,P808,True
1.0,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,9.0,6.876,15.352,13.0,14.0,4.0,75.0,2147483647.0,58.0,27.0,1.0,2.0,4.289,-3.518,3.0,18.0,-0.8267235742863545,0.2325942940656645,-16,2,50,0,0,0,0,0,0,0,0,0,P809,True
1.046,5.556,4.0,0.214,4.0, 5,4.0,3.0,1.0,9.0,6.832,14.534,13.0,13.0,4.0,75.0,2147483647.0,57.0,27.0,1.0,2.0,4.153,-3.527,3.0,18.0,-0.7371227649686892,0.2389385480203518,-15,2,50,0,0,0,0,0,0,0,0,0,P810,True
1.004,5.556,4.0,0.214,4.0, 5,4.0,3.0,1.0,9.0,6.848,14.48,13.0,13.0,4.0,75.0,2147483647.0,58.0,27.0,1.0,2.0,4.194,-3.408,3.0,18.0,-0.7345991997425251,0.2365033321821345,-15,2,50,0,0,0,0,0,0,0,0,0,P811,True
0.862,5.556,4.0,0.214,4.0, 5,4.0,3.0,1.0,9.0,6.794,13.775,13.0,12.0,4.0,75.0,2147483647.0,58.0,27.0,1.0,2.0,4.325,-3.457,3.0,18.0,-0.6346764858594661,0.2385889607401619,-14,2,50,0,0,0,0,0,0,0,0,0,P812,True
1.048,5.556,4.0,0.214,4.0, 5,4.0,3.0,1.0,10.0,6.831,13.911,13.0,12.0,4.0,75.0,2147483647.0,58.0,27.0,1.0,2.0,4.149,-3.413,3.0,17.0,-0.63106651462798,0.2416589041911713,-14,2,50,0,0,0,0,0,0,0,0,0,P813,True
1.016,5.556,4.0,0.214,4.0, 5,4.0,3.0,1.0,9.0,6.853,14.501,13.0,13.0,4.0,75.0,2147483647.0,58.0,27.0,1.0,2.0,4.182,-3.407,3.0,18.0,-0.7344238669632873,0.2366569207579547,-15,2,50,0,0,0,0,0,0,0,0,0,P814,True
0.941,5.556,4.0,0.214,4.0, 4,4.0,3.0,2.0,9.0,6.837,14.752,13.0,13.0,4.0,75.0,2147483647.0,58.0,27.0,0.0,2.0,4.348,-3.355,3.0,18.0,-0.7366759788674871,0.2352189957376277,-16,2,50,0,0,0,0,0,0,0,0,0,P815,True
1.089,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,9.0,6.875,15.39,13.0,14.0,4.0,75.0,2147483647.0,58.0,27.0,0.0,2.0,4.107,-3.377,3.0,18.0,-0.8424186850666385,0.234940897946606,-17,2,50,0,0,0,0,0,0,0,0,0,P816,True
0.959,5.556,4.0,0.214,4.0, 4,4.0,3.0,2.0,10.0,6.853,15.334,13.0,14.0,4.0,75.0,2147483647.0,58.0,27.0,0.0,2.0,4.331,-3.395,3.0,17.0,-0.8424793045428377,0.2343462223724882,-16,2,50,0,0,0,0,0,0,0,0,0,P817,True
1.089,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,9.0,6.878,15.395,13.0,14.0,4.0,75.0,2147483647.0,58.0,27.0,1.0,2.0,4.106,-3.416,3.0,18.0,-0.8407354125345424,0.2344100583853881,-17,2,50,0,0,0,0,0,0,0,0,0,P818,True
0.945,5.556,4.0,0.214,4.0, 4,4.0,3.0,2.0,9.0,6.84,14.752,13.0,13.0,4.0,75.0,2147483647.0,58.0,27.0,1.0,2.0,4.346,-3.39,3.0,18.0,-0.7361458294687556,0.2350467194545045,-16,2,50,0,0,0,0,0,0,0,0,0,P819,True
1.059,5.556,4.0,0.214,4.0, 5,4.0,3.0,1.0,9.0,6.866,15.333,13.0,14.0,4.0,75.0,2147483647.0,58.0,27.0,1.0,2.0,4.122,-3.422,3.0,18.0,-0.8421396900453436,0.23652281004615,-16,2,50,0,0,0,0,0,0,0,0,0,P820,True
1.01,5.556,4.0,0.214,4.0, 5,4.0,3.0,1.0,9.0,6.828,14.514,13.0,13.0,4.0,75.0,2147483647.0,58.0,27.0,1.0,2.0,4.182,-3.433,3.0,18.0,-0.7391061893876166,0.2417034097151238,-15,2,50,0,0,0,0,0,0,0,0,0,P821,True
1.066,5.556,4.0,0.214,4.0, 5,4.0,3.0,1.0,9.0,6.861,15.321,13.0,14.0,4.0,75.0,2147483647.0,58.0,27.0,1.0,2.0,4.117,-3.426,3.0,18.0,-0.8441139016234203,0.2372821343029647,-15,2,50,0,0,0,0,0,0,0,0,0,P822,True
0.937,5.556,4.0,0.214,4.0, 5,4.0,3.0,1.0,9.0,6.835,15.35,13.0,14.0,4.0,75.0,2147483647.0,58.0,27.0,1.0,2.0,4.258,-3.492,3.0,18.0,-0.8531052026650451,0.2363238636316222,-16,2,50,0,0,0,0,0,0,0,0,0,P823,True
1.207,5.556,4.0,0.214,3.0, 4,4.0,3.0,1.0,9.0,6.87,15.407,13.0,14.0,4.0,75.0,2147483647.0,57.0,27.0,1.0,2.0,3.956,-3.487,3.0,18.0,-0.8573505627400324,0.2363995086192576,-17,2,50,0,0,0,0,0,0,0,0,0,P824,True
1.242,5.556,4.0,0.214,3.0, 4,4.0,3.0,1.0,9.0,6.871,15.411,13.0,14.0,4.0,75.0,2147483647.0,57.0,27.0,1.0,2.0,3.852,-3.477,3.0,18.0,-0.8575592648306473,0.2365471412657653,-17,2,50,0,0,0,0,0,0,0,0,0,P825,True
1.143,5.556,4.0,0.214,4.0, 5,4.0,3.0,2.0,9.0,6.839,14.663,13.0,13.0,4.0,75.0,2147483647.0,57.0,27.0,1.0,2.0,3.819,-3.47,3.0,18.0,-0.7290425289628278,0.2392667656905357,-16,2,50,0,0,0,0,0,0,0,0,0,P826,True
1.282,5.556,3.0,0.214,3.0, 4,4.0,3.0,1.0,9.0,6.832,14.77,13.0,13.0,4.0,75.0,2147483647.0,56.0,27.0,0.0,2.0,3.855,-3.466,3.0,18.0,-0.7403444362994469,0.2397942697777647,-16,2,50,0,0,0,0,0,0,0,0,0,P827,True
1.237,5.556,4.0,0.214,3.0, 4,4.0,3.0,1.0,9.0,6.858,14.674,13.0,13.0,4.0,75.0,2147483647.0,57.0,27.0,1.0,2.0,3.874,-3.514,3.0,18.0,-0.7349457409047127,0.2386423759930351,-16,2,50,0,0,0,0,0,0,0,0,0,P828,True
1.161,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,9.0,6.848,14.689,13.0,13.0,4.0,75.0,2147483647.0,57.0,27.0,1.0,2.0,3.985,-3.432,3.0,18.0,-0.7381554790152821,0.2394085022944156,-16,2,50,0,0,0,0,0,0,0,0,0,P829,True
1.163,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,9.0,6.848,14.689,13.0,13.0,4.0,75.0,2147483647.0,57.0,27.0,0.0,2.0,3.984,-3.431,3.0,18.0,-0.7383052247058184,0.2394707575779838,-16,2,50,0,0,0,0,0,0,0,0,0,P830,True
1.239,5.556,4.0,0.214,3.0, 4,4.0,3.0,1.0,9.0,6.862,14.674,13.0,13.0,4.0,75.0,2147483647.0,57.0,27.0,1.0,2.0,3.874,-3.539,3.0,18.0,-0.7345007367013193,0.2383461814122635,-16,2,50,0,0,0,0,0,0,0,0,0,P831,True
1.287,5.556,4.0,0.214,3.0, 4,4.0,3.0,2.0,10.0,6.865,14.663,13.0,13.0,4.0,75.0,2147483647.0,57.0,27.0,1.0,2.0,3.819,-3.552,3.0,17.0,-0.7213472582106597,0.2373928181166601,-16,2,50,0,0,0,0,0,0,0,0,0,P832,True
1.287,5.556,4.0,0.214,3.0, 4,4.0,3.0,1.0,10.0,6.875,15.413,13.0,14.0,4.0,75.0,2147483647.0,57.0,27.0,0.0,2.0,3.842,-3.486,3.0,17.0,-0.8574188174381441,0.236558806630644,-17,2,50,0,0,0,0,0,0,0,0,0,P833,True
1.208,5.556,4.0,0.214,3.0, 4,4.0,3.0,1.0,9.0,6.871,15.408,13.0,14.0,4.0,75.0,2147483647.0,57.0,27.0,0.0,2.0,3.954,-3.49,3.0,18.0,-0.8571288317375657,0.2362820548508415,-17,2,50,0,0,0,0,0,0,0,0,0,P834,True
1.31,5.556,4.0,0.214,3.0, 4,4.0,3.0,2.0,9.0,6.934,15.613,13.0,14.0,4.0,75.0,2147483647.0,58.0,27.0,1.0,2.0,3.81,-3.544,3.0,18.0,-0.8215220790273083,0.2301205439978975,-18,2,50,0,0,0,0,0,0,0,0,0,P835,True
1.117,5.556,4.0,0.214,4.0, 5,4.0,3.0,1.0,9.0,6.849,14.472,13.0,13.0,4.0,75.0,2147483647.0,58.0,27.0,1.0,2.0,3.96,-3.422,3.0,18.0,-0.7369390877473563,0.2412089551682257,-15,2,50,0,0,0,0,0,0,0,0,0,P836,True
1.126,5.556,4.0,0.214,4.0, 5,4.0,3.0,1.0,9.0,6.853,14.519,13.0,13.0,4.0,75.0,2147483647.0,58.0,27.0,1.0,2.0,3.961,-3.429,3.0,18.0,-0.7369964598941684,0.2411974790240143,-15,2,50,0,0,0,0,0,0,0,0,0,P837,True
1.227,5.556,4.0,0.214,3.0, 4,4.0,3.0,1.0,10.0,6.889,15.341,13.0,14.0,4.0,75.0,2147483647.0,58.0,27.0,1.0,2.0,3.884,-3.421,3.0,17.0,-0.8414918579769608,0.2364105907731796,-16,2,50,0,0,0,0,0,0,0,0,0,P838,True
1.061,5.556,4.0,0.214,4.0, 5,4.0,3.0,1.0,9.0,6.852,15.325,13.0,14.0,4.0,75.0,2147483647.0,58.0,27.0,1.0,2.0,3.952,-3.495,3.0,18.0,-0.853973262663789,0.2378639579650035,-16,2,50,0,0,0,0,0,0,0,0,0,P839,True
1.31,5.556,4.0,0.214,3.0, 4,4.0,3.0,4.0,10.0,6.913,15.613,13.0,14.0,4.0,75.0,2147483647.0,58.0,27.0,0.0,2.0,3.81,-3.409,3.0,17.0,-0.8382566013771479,0.2338746231595156,-18,2,50,0,0,0,0,0,0,0,0,0,P840,True
1.017,5.556,3.0,0.214,4.0, 4,4.0,3.0,4.0,9.0,6.807,15.06,13.0,13.0,4.0,75.0,2147483647.0,56.0,27.0,1.0,2.0,4.213,-3.807,3.0,18.0,-0.7310030397933269,0.2427969199345757,-15,2,50,0,0,0,0,0,0,0,0,0,P841,True
1.176,5.556,3.0,0.214,4.0, 4,4.0,3.0,4.0,9.0,6.959,19.145,13.0,18.0,4.0,75.0,2147483647.0,57.0,27.0,2.0,2.0,3.866,-3.811,3.0,18.0,-1.283130399343816,0.2311073386539702,-18,2,50,0,0,0,0,0,0,0,0,0,P842,True
1.044,5.556,3.0,0.214,4.0, 5,4.0,3.0,2.0,9.0,6.691,13.383,13.0,11.0,4.0,75.0,2147483647.0,56.0,27.0,0.0,3.0,4.306,-3.449,3.0,18.0,-0.5283155175134608,0.2456033999736924,-12,2,50,0,0,0,0,0,0,0,0,0,P843,True
0.997,5.556,4.0,0.214,4.0, 4,4.0,3.0,2.0,9.0,6.982,16.565,13.0,15.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.204,-3.52,3.0,18.0,-0.924685860288716,0.2309753933977061,-20,2,50,0,0,0,0,0,0,0,0,0,P844,True
0.976,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,9.0,6.996,18.161,13.0,17.0,4.0,75.0,2147483647.0,59.0,27.0,3.0,2.0,4.237,-3.625,3.0,18.0,-1.1437313344872302,0.2392490274647924,-20,2,50,0,0,0,0,0,0,0,0,0,P845,True
1.009,5.556,4.0,0.214,4.0, 4,4.0,3.0,2.0,9.0,6.971,16.565,13.0,15.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.125,-3.494,3.0,18.0,-0.9354272787945356,0.2523625868293147,-20,2,50,0,0,0,0,0,0,0,0,0,P846,True
0.969,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,9.0,6.96,16.288,13.0,15.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.238,-3.458,3.0,18.0,-0.927900387758012,0.2504022944525324,-19,2,50,0,0,0,0,0,0,0,0,0,P847,True
0.866,5.556,4.0,0.214,4.0, 5,4.0,3.0,1.0,9.0,6.916,15.522,13.0,14.0,4.0,75.0,2147483647.0,59.0,27.0,1.0,2.0,4.322,-3.393,3.0,18.0,-0.8333527610687643,0.2525442172104318,-18,2,50,0,0,0,0,0,0,0,0,0,P848,True
0.941,5.556,4.0,0.214,4.0, 5,4.0,3.0,1.0,9.0,6.944,16.289,13.0,15.0,4.0,75.0,2147483647.0,59.0,27.0,1.0,2.0,4.214,-3.463,3.0,18.0,-0.9395806633605178,0.2516635243939379,-19,2,50,0,0,0,0,0,0,0,0,0,P849,True
1.019,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,10.0,6.999,17.217,13.0,16.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.175,-3.634,3.0,17.0,-1.0433029453722331,0.2448747187939836,-20,2,50,0,0,0,0,0,0,0,0,0,P850,True
1.031,5.556,4.0,0.214,4.0, 4,4.0,3.0,2.0,10.0,6.99,16.543,13.0,15.0,4.0,75.0,2147483647.0,59.0,27.0,1.0,2.0,4.145,-3.57,3.0,17.0,-0.9336875760630842,0.2479417978873116,-20,2,50,0,0,0,0,0,0,0,0,0,P851,True
1.03,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,9.0,6.999,17.218,13.0,16.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.136,-3.586,3.0,18.0,-1.0558384120500095,0.2468611559271215,-20,2,50,0,0,0,0,0,0,0,0,0,P852,True
1.024,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,10.0,6.999,17.218,13.0,16.0,4.0,75.0,2147483647.0,59.0,27.0,1.0,2.0,4.14,-3.586,3.0,17.0,-1.0558459373045446,0.2467564896277466,-20,2,50,0,0,0,0,0,0,0,0,0,P853,True
0.969,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,10.0,6.967,16.287,13.0,15.0,4.0,75.0,2147483647.0,59.0,27.0,1.0,2.0,4.249,-3.526,3.0,17.0,-0.935516455348072,0.246735285346671,-19,2,50,0,0,0,0,0,0,0,0,0,P854,True
0.97,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,10.0,6.965,16.285,13.0,15.0,4.0,75.0,2147483647.0,59.0,27.0,1.0,2.0,4.233,-3.5,3.0,17.0,-0.9366203243881336,0.2491488187004518,-19,2,50,0,0,0,0,0,0,0,0,0,P855,True
0.954,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,9.0,6.964,16.285,13.0,15.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.255,-3.5,3.0,18.0,-0.9365087087403576,0.2491262225593906,-19,2,50,0,0,0,0,0,0,0,0,0,P856,True
0.952,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,9.0,6.966,16.287,13.0,15.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.272,-3.526,3.0,18.0,-0.9353796614615562,0.246664612193645,-19,2,50,0,0,0,0,0,0,0,0,0,P857,True
0.957,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,9.0,6.967,16.291,13.0,15.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.264,-3.526,3.0,18.0,-0.923051375529436,0.2466635290938785,-19,2,50,0,0,0,0,0,0,0,0,0,P858,True
0.958,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,9.0,6.965,16.289,13.0,15.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.247,-3.491,3.0,18.0,-0.9248339311126328,0.2491309280608916,-19,2,50,0,0,0,0,0,0,0,0,0,P859,True
1.001,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,10.0,6.97,16.286,13.0,15.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.202,-3.59,3.0,17.0,-0.9244811747271392,0.2472873411804505,-19,2,50,0,0,0,0,0,0,0,0,0,P860,True
1.03,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,10.0,6.995,16.552,13.0,15.0,4.0,75.0,2147483647.0,59.0,27.0,1.0,2.0,4.133,-3.512,3.0,17.0,-0.9331449346780905,0.2469475271867836,-20,2,50,0,0,0,0,0,0,0,0,0,P861,True
1.023,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,9.0,6.995,16.552,13.0,15.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.144,-3.513,3.0,18.0,-0.9329916582589628,0.2468588652898315,-20,2,50,0,0,0,0,0,0,0,0,0,P862,True
0.995,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,9.0,6.97,16.285,13.0,15.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.215,-3.588,3.0,18.0,-0.9246673430567502,0.2474098002164446,-19,2,50,0,0,0,0,0,0,0,0,0,P863,True
1.018,5.556,4.0,0.214,4.0, 4,4.0,3.0,2.0,9.0,6.99,16.543,13.0,15.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.169,-3.567,3.0,18.0,-0.9338318129784692,0.2480271407457128,-20,2,50,0,0,0,0,0,0,0,0,0,P864,True
1.031,5.556,4.0,0.214,4.0, 4,4.0,3.0,2.0,9.0,6.994,17.216,13.0,16.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.151,-3.619,3.0,18.0,-1.0568177404814156,0.2480341291850046,-20,2,50,0,0,0,0,0,0,0,0,0,P865,True
1.001,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,9.0,6.966,16.284,13.0,15.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.197,-3.565,3.0,18.0,-0.9268024837437884,0.2469758561313942,-19,2,50,0,0,0,0,0,0,0,0,0,P866,True
0.998,5.556,4.0,0.214,4.0, 5,4.0,3.0,1.0,9.0,6.951,16.287,13.0,15.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.135,-3.484,3.0,18.0,-0.9395151887735048,0.2506626698704715,-19,2,50,0,0,0,0,0,0,0,0,0,P867,True
1.027,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,10.0,7.009,17.222,13.0,16.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.122,-3.582,3.0,17.0,-1.0421802739659571,0.2430380230894261,-20,2,50,0,0,0,0,0,0,0,0,0,P868,True
1.03,5.556,4.0,0.214,4.0, 4,4.0,3.0,2.0,10.0,7.004,17.22,13.0,16.0,4.0,75.0,2147483647.0,59.0,27.0,1.0,2.0,4.118,-3.56,3.0,17.0,-1.0548668350075192,0.2456776209909249,-20,2,50,0,0,0,0,0,0,0,0,0,P869,True
1.026,5.556,4.0,0.214,4.0, 4,4.0,3.0,2.0,10.0,7.001,16.561,13.0,15.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.122,-3.452,3.0,17.0,-0.9185868217884022,0.2456769270407692,-20,2,50,0,0,0,0,0,0,0,0,0,P870,True
0.996,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,10.0,6.975,16.289,13.0,15.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.196,-3.543,3.0,17.0,-0.9239216961627328,0.2462683967558705,-19,2,50,0,0,0,0,0,0,0,0,0,P871,True
0.957,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,9.0,6.972,16.295,13.0,15.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.249,-3.483,3.0,18.0,-0.9222824587230564,0.2455135824670527,-19,2,50,0,0,0,0,0,0,0,0,0,P872,True
0.959,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,9.0,6.97,16.293,13.0,15.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.231,-3.441,3.0,18.0,-0.9240568189061112,0.2479715395491331,-19,2,50,0,0,0,0,0,0,0,0,0,P873,True
0.963,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,10.0,6.97,16.293,13.0,15.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.224,-3.442,3.0,17.0,-0.924129555505552,0.2479981632571639,-19,2,50,0,0,0,0,0,0,0,0,0,P874,True
0.961,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,10.0,6.972,16.296,13.0,15.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.244,-3.481,3.0,17.0,-0.9221487823314072,0.2454777419677478,-19,2,50,0,0,0,0,0,0,0,0,0,P875,True
0.937,5.556,4.0,0.214,4.0, 5,4.0,3.0,2.0,9.0,6.924,15.514,13.0,14.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.24,-3.444,3.0,18.0,-0.8128451506657718,0.2510841454118757,-18,2,50,0,0,0,0,0,0,0,0,0,P876,True
0.951,5.556,4.0,0.214,4.0, 4,4.0,3.0,2.0,9.0,6.957,15.507,13.0,14.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.29,-3.589,3.0,18.0,-0.7859189909733342,0.2437620159327367,-18,2,50,0,0,0,0,0,0,0,0,0,P877,True
0.965,5.556,4.0,0.214,4.0, 4,4.0,3.0,4.0,10.0,6.948,15.498,13.0,14.0,4.0,75.0,2147483647.0,59.0,27.0,1.0,2.0,4.27,-3.589,3.0,17.0,-0.7918516657862362,0.2467386197631813,-18,2,50,0,0,0,0,0,0,0,0,0,P878,True
0.897,5.556,4.0,0.214,4.0, 5,4.0,3.0,1.0,9.0,6.934,15.518,13.0,14.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.361,-3.392,3.0,18.0,-0.8176580248846657,0.2488556981314396,-18,2,50,0,0,0,0,0,0,0,0,0,P879,True
0.866,5.556,4.0,0.214,4.0, 5,4.0,3.0,1.0,9.0,6.918,15.522,13.0,14.0,4.0,75.0,2147483647.0,59.0,27.0,1.0,2.0,4.34,-3.42,3.0,18.0,-0.832561734904673,0.2505488963964192,-18,2,50,0,0,0,0,0,0,0,0,0,P880,True
0.893,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,9.0,6.95,15.523,13.0,14.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.389,-3.512,3.0,18.0,-0.8052125033122448,0.2426324364946766,-18,2,50,0,0,0,0,0,0,0,0,0,P881,True
0.898,5.556,4.0,0.214,4.0, 4,4.0,3.0,2.0,9.0,6.942,15.522,13.0,14.0,4.0,75.0,2147483647.0,59.0,27.0,1.0,2.0,4.361,-3.464,3.0,18.0,-0.8137940833971078,0.245279152839628,-18,2,50,0,0,0,0,0,0,0,0,0,P882,True
0.954,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,9.0,6.971,16.291,13.0,15.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.253,-3.482,3.0,18.0,-0.934584637226117,0.2455138796294539,-19,2,50,0,0,0,0,0,0,0,0,0,P883,True
0.963,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,10.0,6.972,16.291,13.0,15.0,4.0,75.0,2147483647.0,59.0,27.0,1.0,2.0,4.241,-3.481,3.0,17.0,-0.9346242324312526,0.2455466627221571,-19,2,50,0,0,0,0,0,0,0,0,0,P884,True
0.928,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,9.0,6.945,15.51,13.0,14.0,4.0,75.0,2147483647.0,59.0,27.0,1.0,2.0,4.319,-3.527,3.0,18.0,-0.8028550282835237,0.2460113234105433,-18,2,50,0,0,0,0,0,0,0,0,0,P885,True
0.896,5.556,4.0,0.214,4.0, 4,4.0,3.0,2.0,9.0,6.942,15.522,13.0,14.0,4.0,75.0,2147483647.0,59.0,27.0,1.0,2.0,4.364,-3.464,3.0,18.0,-0.8014517297574025,0.2452790456673904,-18,2,50,0,0,0,0,0,0,0,0,0,P886,True
0.911,5.556,4.0,0.214,4.0, 4,4.0,3.0,2.0,10.0,6.945,15.522,13.0,14.0,4.0,75.0,2147483647.0,59.0,27.0,1.0,2.0,4.355,-3.489,3.0,17.0,-0.8009849734575906,0.2451139190901822,-18,2,50,0,0,0,0,0,0,0,0,0,P887,True
0.943,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,10.0,6.948,15.51,13.0,14.0,4.0,75.0,2147483647.0,59.0,27.0,1.0,2.0,4.309,-3.544,3.0,17.0,-0.802458652243581,0.2458850410068757,-18,2,50,0,0,0,0,0,0,0,0,0,P888,True
0.897,5.556,4.0,0.214,4.0, 5,4.0,3.0,1.0,9.0,6.934,15.518,13.0,14.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.36,-3.405,3.0,18.0,-0.8174417481146513,0.2481934328060628,-18,2,50,0,0,0,0,0,0,0,0,0,P889,True
0.895,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,10.0,6.945,15.523,13.0,14.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.359,-3.433,3.0,17.0,-0.8066924036814421,0.2465700750693866,-18,2,50,0,0,0,0,0,0,0,0,0,P890,True
0.902,5.556,4.0,0.214,4.0, 4,4.0,3.0,2.0,9.0,6.938,15.522,13.0,14.0,4.0,75.0,2147483647.0,59.0,27.0,1.0,2.0,4.328,-3.382,3.0,18.0,-0.8157011910221282,0.2502165639428584,-18,2,50,0,0,0,0,0,0,0,0,0,P891,True
0.9,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,9.0,6.94,15.522,13.0,14.0,4.0,75.0,2147483647.0,59.0,27.0,0.0,2.0,4.345,-3.423,3.0,18.0,-0.8147474420048689,0.2477418248265389,-18,2,50,0,0,0,0,0,0,0,0,0,P892,True
0.956,5.556,4.0,0.214,4.0, 4,4.0,3.0,1.0,9.0,6.969,16.289,13.0,15.0,4.0,75.0,2147483647.0,59.0,27.0,1.0,2.0,4.236,-3.456,3.0,18.0,-0.9357081829682716,0.2479699404227383,-19,2,50,0,0,0,0,0,0,0,0,0,P893,True
